"site.id","site.num","lat","long","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","P5","P6","P7","P8","P9","P10","P11","P12"
"06",1,54.83086,111.71303,-0.200757099125041,-0.0875163225739456,-0.176527868938408,-0.110553808619836,-0.00872222351048592,-0.110430321828378,-0.197923807485561,-0.213251651997453,-0.074936416909871,0.156607722579349,0.0999255159143771,-0.261837727272585,0.0460012012431646,-0.0819509223003725,-0.194295562016496,-0.23152379505683,-0.131696900159835,0.0873812222586788,0.0474553710352014,-0.233222118236497
"07",2,54.84142,111.68275,-0.10430454642297,-0.186472945490858,-0.11934596685898,-0.0896577569161367,0.0543248108286232,-0.158324004475496,-0.126818781186182,-0.0826876400213288,-0.133506160352764,0.129271360863005,0.0224429137893072,-0.248968513535614,0.017252630248472,-0.0072884673943921,-0.299715818528306,-0.350417386882107,-0.345460784217085,0.311825939263378,-0.0366281871462405,-0.282154261387186
"08",3,54.92947,111.54272,0.0319987999543421,-0.0702953257072903,0.019309074639258,0.0124653821287919,-0.0504845811932894,-0.213075931144183,0.0280143851120653,0.057423511387125,0.0252073619987575,0.225793970843743,0.0334415790820085,-0.182500853766307,-0.0905467788625559,-0.0539231677617199,0.080720502220573,-0.344556162261104,-0.13750646730309,0.193013054254547,-0.142159506200054,-0.211329203594846
"09",4,54.83367,111.83833,0.0976915256829818,-0.119761163288686,-0.0536088181014595,-0.120968235604881,0.0463010122271974,-0.342886148247823,0.14652568785525,-0.0716553813179575,0.0774147333139413,0.188588388711608,0.126675857253813,-0.167245549352922,-0.198466426494222,0.032819582094729,0.0416470828579334,-0.336794678332283,-0.262862796386301,0.13402274904458,-0.18858273764619,-0.0460081928132509
"0A",5,55.03378,111.68131,0.0484145311264383,0.00937603399389506,-0.229933159408893,0.0403129737214154,0.10277427080515,-0.0619812208839863,0.257963031951583,-0.226508764279855,0.153875107655514,0.161615295482924,0.062334767235755,-0.0838458611661621,-0.17170457410673,-0.0392132312716225,0.120386069166626,-0.267192459019313,-0.0836610982039145,0.0638234312821901,-0.0462540519213881,0.148703137678356
"0B",6,55.05169,111.27083,-0.0787410138388917,-0.167036223762996,-0.0899438436736829,-0.00561213399601112,0.122249476370208,-0.13900665313508,-0.0990495689792622,-0.228580550702307,-0.00616174047121951,0.26602358973359,0.0394506931761638,-0.214348304386568,0.0337292093784413,0.0225259552585657,-0.298610536591427,-0.389819231906656,-0.19922377716651,0.278187157733882,-0.172121985787502,-0.0627554048729786
"0F",7,55.0674,111.81083,0.0341534631949236,-0.0994665569900665,0.145184810813746,0.18081242344123,0.299839181519711,-0.0385012645985219,0.0468119111293413,-0.0141033689444265,-0.0632710041506568,0.304460441111654,-0.0543993625448138,-0.188728291895501,-0.062280749233306,0.128837533812108,-0.115010282530351,-0.390437700793035,-0.191180411441533,0.314420886566766,-0.11847837257766,-0.0756464868816164
"0G",8,55.55811,111.23728,-0.115228530146543,-0.0797467146638342,0.00276135054607004,0.00311902820997562,-0.0657702672604492,-0.434096287229451,0.0831462302759279,-0.103635036260454,-0.0214028632089133,0.199405265719568,-0.0614768793528822,-0.281898071112927,-0.300438619347297,0.00972247320290391,-0.15174150758144,-0.493196953953381,-0.251410477941011,0.16615606725271,-0.163777154321218,-0.137206911119177
"0H",9,55.05505,111.90391,0.146886342060853,-0.012165890713687,0.00348264337101622,0.136620903024539,0.17703761662411,-0.0788405010920502,0.222475410025702,-0.0998132662566454,0.238739504963428,0.181906297814569,-0.000726009642958617,-0.156801245059623,0.0711498025619538,0.208899969545431,0.164431846875573,-0.136351739703013,-0.0055496158635962,0.239512547664766,-0.129975342779996,0.0213343365737848
"0Q",10,54.1042,115.74607,0.0560448097676117,0.0479108013031827,0.234774009968952,0.299512852399662,0.198626589704914,0.168329074248931,-0.115967993313155,-0.059302389573868,-0.0835558027291236,0.0405936149147215,-0.353050342025474,-0.107549684899119,0.26831853471549,0.130750126847982,-0.16223977673239,-0.0735472956456882,0.051237774706383,0.0834361920112179,-0.142711799379739,0.0321873979055839
"0R",11,56.57132,118.74682,0.201767342449334,0.0346903904912041,0.137968211120118,0.167663107767931,0.14552264003392,0.150498933534327,0.0461184086470331,-0.0756726264848733,0.00890201356124897,0.0488616029451879,-0.141774261501097,0.103516048069329,-0.0636785327511374,-0.157436663617706,-0.0502169978136231,0.0270839178369781,-0.0929966722345507,-0.064923266582469,-0.108910499202263,-0.0426967764869874
"0T",12,55.54449,118.74207,0.0825509114295284,0.0756038875147569,-0.0859264230971738,-0.111911140845013,-0.313368478777636,-0.00965546276099337,0.256360913890568,0.166280632597003,0.202721280162233,-0.151564049235571,0.143962089211985,0.230631303442224,-0.152830274228866,0.155711206922419,0.0691279409805021,-0.0993817517129683,0.105500820916548,0.0558163068247631,0.0149038238298997,0.225362787637502
"0U",13,56.4652,118.31264,0.21786749386198,0.285301532097107,0.194983064501058,0.30906650988461,0.0747972670965621,0.114462231902866,0.0833902057350399,0.210262343980533,0.217778589234618,-0.192620317926194,-0.146906488891604,0.190756259715524,-0.0618867054065053,-0.159015866939026,0.0638431523442569,0.0876739888099154,0.166712386080919,-0.0952470584814041,-0.0371771117846941,0.0952141033254664
"0V",14,55.5985,118.10932,0.304094685208312,0.18691621679487,0.294057514295339,0.168103734784481,0.0389273286827815,0.0435196928408764,0.328715242442517,0.406422757336721,0.0346328233320081,-0.17758587307769,-0.00556134686299506,0.0337146037885374,-0.108921570800313,0.328402445501802,0.264804341344136,0.0855587436950001,0.151750105484863,-0.0831316924769706,0.0104108577955873,0.218938250067331
"0X",15,54.32247,115.70438,0.196756099840032,0.197789821470554,0.350425089516923,0.324652298015365,0.0709712913735842,-0.111595055684378,0.179104543433373,0.164596663015874,0.203666661809433,0.0330060933257779,-0.0166876086514902,0.171339350605731,0.204506771242686,0.189133365972058,0.261739967810193,-0.265064897068567,0.202240826624462,0.0255557888917389,-0.215347846228714,0.336039928888052
"0Y",16,54.4762,116.78887,-0.126005735453158,-0.238827668404347,-0.0855763840507061,-0.120145392156514,-0.0325964892597614,-0.214314295233336,-0.171445091742418,-0.196507297290342,-0.23744800366009,0.162450099681577,-0.146095819254424,-0.166421972045738,0.0347239386351402,-0.0928927239285979,-0.221274933869539,-0.260534326852926,-0.294052832662317,0.164068528883217,-0.10637552807174,-0.255854035710537
"0Z",17,53.04467,115.01394,-0.106963826683829,0.117648180393638,0.162884958905974,0.330955994806006,-0.0300191738869259,-0.0698731505614003,-0.116504711190389,-0.0628982497427458,0.290520800349754,0.0983025463523961,0.311421294029818,-0.0588447162681216,-0.00703259528665795,0.0456405797576929,-0.12991286307488,-0.0643712436611583,0.362351341242952,0.154240794214297,0.264373129057895,0.273648486255741
"AA",18,55.72825,110.98185,-0.190255114402301,-0.166132962742337,-0.0294301237821595,0.0952721234454031,0.131689922265085,-0.31590670117515,0.165649862325844,0.00713012507065046,0.0613594191760194,0.100363686063674,0.0783236963231154,-0.115198102624435,-0.248682191598992,0.0188380368653358,0.0350470568736402,-0.479263537049723,-0.140182386768009,0.126630492628208,-0.0419648676412019,-0.0204524011211637
"CC",19,55.81953,115.21168,-0.110469231038912,-0.106089314852911,0.184398186256842,0.177819189245319,0.254205061006055,-0.0813303409077167,-0.0644151508836397,-0.0174178999617273,-0.0469002016859452,0.16527128759466,-0.195539306110905,-0.168444996381226,0.130474089772337,-0.0115894772188198,-0.328111297153938,-0.305150053403459,-0.124938886230981,0.0628008725179087,-0.22983055869131,-0.053589404614591
"DD",20,56.8031,115.2583,0.00137097997103398,-0.170575424665089,0.0895363171869161,0.134584985914097,0.0915381097306137,-0.0478094103713414,0.0061371679710719,0.00653588191056551,0.000270277626627533,0.115638362791041,-0.0121957334781693,-0.248671542326947,-0.0837218801409383,0.112797744970887,-0.244422020713234,-0.368776425848728,-0.0538399121487238,0.188563977523363,-0.0584912625331718,-0.204518306120074
"EE",21,57.18723,115.11473,0.169590031128833,0.0392335065092171,0.158461164205283,0.220220994056916,0.0671104421160107,0.0849072622984325,0.0980018233225962,0.00170885395613195,-0.17710982292642,0.236798335673934,-0.0580562367847298,-0.155849261153107,-0.222349747657457,-0.0161513372609454,-0.0165088467758562,-0.199123585183518,0.0380169245914463,0.0518129804236207,-0.0569016418738184,-0.050284370504409
"FF",22,56.43615,115.32547,0.116588034246285,-0.180595068103228,0.312123117238969,0.219179732240686,0.392654091995225,0.00196740714348954,-0.17865422918169,0.112102722606766,0.0295765062015965,0.0561121734874466,-0.195958620296009,-0.147568071500612,0.276382779299686,0.0803878255295883,-0.239460623985305,-0.107604320135892,-0.0743262515377484,0.0291032145490552,-0.210910210370309,-0.0403157726692778
"HH",23,58.52923,117.292,0.238941239989816,-0.106250268842669,0.0797323392178714,0.130572048476481,0.088135612566045,-0.266306218368375,-0.138079681260682,0.186211967224104,0.159122167801073,-0.0158367785021812,-0.0828468007740326,0.0452975895888666,0.14097569647158,-0.121134865366774,-0.238574493652696,-0.325385473846788,-0.0828981231367803,0.0782700185535824,-0.174772653023157,-0.0358143674688119
"JJ",24,57.84962,115.37582,0.0526541105259142,0.111268697003513,0.223840427005419,0.213344029116881,0.146039082348688,-0.156803934901391,-0.0952125692700366,0.213943762685261,0.0529318289485455,0.0073612614435519,-0.122652815136946,0.0533812864794561,-0.0450222524794928,-0.110282549288315,-0.113897571146029,0.0504510715477759,0.0336967412415737,-0.282342692566762,-0.222701152128032,-0.0216535311180213
