"month","site","year","tmin"
"1","05",1901,-22.8
"1","06",1901,-22.8
"1","07",1901,-22.9
"1","08",1901,-23.3
"1","09",1901,-22.6
"1","10",1901,-23.3
"1","0A",1901,-23.4
"1","0B",1901,-24
"1","0C",1901,-21.3
"1","0D",1901,-25.3
"1","0E",1901,-21.6
"1","0F",1901,-23.3
"1","0G",1901,-25.2
"1","0H",1901,-23.1
"1","0L",1901,-16.9
"1","0Q",1901,-18.5
"1","0R",1901,-23
"1","0S",1901,-22
"1","0T",1901,-20.3
"1","0U",1901,-22.7
"1","0V",1901,-21.9
"1","0W",1901,-17.4
"1","0X",1901,-17
"1","0Y",1901,-19.1
"1","0Z",1901,-17
"1","BB",1901,-26.3
"1","CC",1901,-22.9
"1","DD",1901,-27.3
"1","EE",1901,-27.8
"1","FF",1901,-26.7
"1","GG",1901,-27.6
"1","HH",1901,-27.3
"1","II",1901,-28.3
"1","JJ",1901,-28
"1","KK",1901,-27.2
"1","MM",1901,-16.8
"1","NN",1901,-17.3
"1","QQ",1901,-28.5
"1","RR",1901,-26.9
"1","SS",1901,-25.8
"1","AA",1901,-25.6
"1","XX",1901,-26.7
"1","YY",1901,-27.9
"1","ZZ",1901,-26.2
"1","TT",1901,-16.8
"1","UU",1901,-19.1
"1","VV",1901,-17.9
"1","WW",1901,-16.8
"1","PP",1901,-27.8
"1","0N",1901,-16.6
"1","05",1902,-21.8
"1","06",1902,-21.2
"1","07",1902,-21.3
"1","08",1902,-21.6
"1","09",1902,-21
"1","10",1902,-21.5
"1","0A",1902,-21.6
"1","0B",1902,-22.1
"1","0C",1902,-20.9
"1","0D",1902,-24.2
"1","0E",1902,-21
"1","0F",1902,-21.5
"1","0G",1902,-23.1
"1","0H",1902,-21.4
"1","0L",1902,-16.8
"1","0Q",1902,-18.5
"1","0R",1902,-22.3
"1","0S",1902,-21.4
"1","0T",1902,-19.7
"1","0U",1902,-22
"1","0V",1902,-21.3
"1","0W",1902,-17.3
"1","0X",1902,-17
"1","0Y",1902,-19.2
"1","0Z",1902,-16.7
"1","BB",1902,-25.5
"1","CC",1902,-22.3
"1","DD",1902,-26.4
"1","EE",1902,-26.7
"1","FF",1902,-25.8
"1","GG",1902,-26.6
"1","HH",1902,-26.4
"1","II",1902,-27.2
"1","JJ",1902,-26.9
"1","KK",1902,-26.5
"1","MM",1902,-17
"1","NN",1902,-17.4
"1","QQ",1902,-27.3
"1","RR",1902,-26.2
"1","SS",1902,-25.2
"1","AA",1902,-23.4
"1","XX",1902,-24.3
"1","YY",1902,-25.9
"1","ZZ",1902,-23.8
"1","TT",1902,-16.6
"1","UU",1902,-18.8
"1","VV",1902,-17.7
"1","WW",1902,-16.5
"1","PP",1902,-26.8
"1","0N",1902,-16.3
"1","05",1903,-22.1
"1","06",1903,-21.6
"1","07",1903,-21.7
"1","08",1903,-22.1
"1","09",1903,-21.4
"1","10",1903,-22
"1","0A",1903,-22.2
"1","0B",1903,-22.9
"1","0C",1903,-20.5
"1","0D",1903,-24.1
"1","0E",1903,-20.7
"1","0F",1903,-22.1
"1","0G",1903,-23.9
"1","0H",1903,-22
"1","0L",1903,-15.3
"1","0Q",1903,-17.1
"1","0R",1903,-21.6
"1","0S",1903,-20.6
"1","0T",1903,-18.8
"1","0U",1903,-21.3
"1","0V",1903,-20.3
"1","0W",1903,-16
"1","0X",1903,-15.7
"1","0Y",1903,-17.5
"1","0Z",1903,-15.7
"1","BB",1903,-24.8
"1","CC",1903,-21.7
"1","DD",1903,-25.7
"1","EE",1903,-26.4
"1","FF",1903,-25.1
"1","GG",1903,-26.3
"1","HH",1903,-26
"1","II",1903,-27
"1","JJ",1903,-26.7
"1","KK",1903,-25.9
"1","MM",1903,-15.4
"1","NN",1903,-16
"1","QQ",1903,-27.3
"1","RR",1903,-25.5
"1","SS",1903,-24.4
"1","AA",1903,-24.2
"1","XX",1903,-25.3
"1","YY",1903,-26.9
"1","ZZ",1903,-24.8
"1","TT",1903,-15.6
"1","UU",1903,-17.8
"1","VV",1903,-16.6
"1","WW",1903,-15.4
"1","PP",1903,-26.5
"1","0N",1903,-15.3
"1","05",1904,-22.4
"1","06",1904,-22
"1","07",1904,-22.1
"1","08",1904,-22.6
"1","09",1904,-21.8
"1","10",1904,-22.5
"1","0A",1904,-22.7
"1","0B",1904,-23.4
"1","0C",1904,-20.7
"1","0D",1904,-24.5
"1","0E",1904,-21
"1","0F",1904,-22.6
"1","0G",1904,-24.4
"1","0H",1904,-22.5
"1","0L",1904,-15.4
"1","0Q",1904,-17.2
"1","0R",1904,-22.3
"1","0S",1904,-21.3
"1","0T",1904,-18.9
"1","0U",1904,-21.9
"1","0V",1904,-20.5
"1","0W",1904,-16.1
"1","0X",1904,-15.8
"1","0Y",1904,-17.4
"1","0Z",1904,-15.9
"1","BB",1904,-25.3
"1","CC",1904,-21.7
"1","DD",1904,-26.4
"1","EE",1904,-27.1
"1","FF",1904,-25.8
"1","GG",1904,-27.4
"1","HH",1904,-27.1
"1","II",1904,-28.1
"1","JJ",1904,-27.6
"1","KK",1904,-26.9
"1","MM",1904,-15.2
"1","NN",1904,-16.2
"1","QQ",1904,-28.4
"1","RR",1904,-26.5
"1","SS",1904,-25.3
"1","AA",1904,-24.8
"1","XX",1904,-26.2
"1","YY",1904,-27.6
"1","ZZ",1904,-25.6
"1","TT",1904,-15.7
"1","UU",1904,-17.9
"1","VV",1904,-16.7
"1","WW",1904,-15.5
"1","PP",1904,-27.6
"1","0N",1904,-15.6
"1","05",1905,-23.9
"1","06",1905,-23.5
"1","07",1905,-23.6
"1","08",1905,-24.1
"1","09",1905,-23.3
"1","10",1905,-24.1
"1","0A",1905,-24.3
"1","0B",1905,-25
"1","0C",1905,-22.7
"1","0D",1905,-25.5
"1","0E",1905,-22.6
"1","0F",1905,-24.2
"1","0G",1905,-26
"1","0H",1905,-24
"1","0L",1905,-17.6
"1","0Q",1905,-20.2
"1","0R",1905,-22.3
"1","0S",1905,-21.2
"1","0T",1905,-20.3
"1","0U",1905,-22.1
"1","0V",1905,-22.1
"1","0W",1905,-19.2
"1","0X",1905,-18.8
"1","0Y",1905,-20.4
"1","0Z",1905,-19.3
"1","BB",1905,-26.7
"1","CC",1905,-23.5
"1","DD",1905,-27.4
"1","EE",1905,-27.5
"1","FF",1905,-26.9
"1","GG",1905,-27
"1","HH",1905,-26.7
"1","II",1905,-27.6
"1","JJ",1905,-27.4
"1","KK",1905,-26.8
"1","MM",1905,-18.2
"1","NN",1905,-19.1
"1","QQ",1905,-27.8
"1","RR",1905,-26.5
"1","SS",1905,-25.4
"1","AA",1905,-26.1
"1","XX",1905,-27
"1","YY",1905,-28.2
"1","ZZ",1905,-26.6
"1","TT",1905,-19
"1","UU",1905,-21.1
"1","VV",1905,-20
"1","WW",1905,-18.7
"1","PP",1905,-27.2
"1","0N",1905,-18.6
"1","05",1906,-23.5
"1","06",1906,-22.9
"1","07",1906,-23
"1","08",1906,-23.5
"1","09",1906,-22.8
"1","10",1906,-23.5
"1","0A",1906,-23.7
"1","0B",1906,-24.3
"1","0C",1906,-22.6
"1","0D",1906,-26.5
"1","0E",1906,-22.9
"1","0F",1906,-23.7
"1","0G",1906,-25.4
"1","0H",1906,-23.5
"1","0L",1906,-15.8
"1","0Q",1906,-18.9
"1","0R",1906,-23.6
"1","0S",1906,-22.4
"1","0T",1906,-19.7
"1","0U",1906,-23.3
"1","0V",1906,-21.5
"1","0W",1906,-17.9
"1","0X",1906,-17.6
"1","0Y",1906,-19.1
"1","0Z",1906,-16.8
"1","BB",1906,-27.1
"1","CC",1906,-23.6
"1","DD",1906,-28.1
"1","EE",1906,-28.9
"1","FF",1906,-27.4
"1","GG",1906,-28.9
"1","HH",1906,-28.5
"1","II",1906,-29.7
"1","JJ",1906,-29.3
"1","KK",1906,-28.3
"1","MM",1906,-16.4
"1","NN",1906,-17.2
"1","QQ",1906,-30
"1","RR",1906,-27.9
"1","SS",1906,-26.8
"1","AA",1906,-25.6
"1","XX",1906,-27.5
"1","YY",1906,-28.8
"1","ZZ",1906,-26.6
"1","TT",1906,-16.5
"1","UU",1906,-18.7
"1","VV",1906,-17.5
"1","WW",1906,-16.3
"1","PP",1906,-29.1
"1","0N",1906,-16.4
"1","05",1907,-31.3
"1","06",1907,-30.7
"1","07",1907,-30.8
"1","08",1907,-31.3
"1","09",1907,-30.5
"1","10",1907,-31.1
"1","0A",1907,-31.3
"1","0B",1907,-32
"1","0C",1907,-30.9
"1","0D",1907,-33.6
"1","0E",1907,-30.8
"1","0F",1907,-31.2
"1","0G",1907,-32.9
"1","0H",1907,-31.1
"1","0L",1907,-27.9
"1","0Q",1907,-30.1
"1","0R",1907,-30.7
"1","0S",1907,-29.8
"1","0T",1907,-30.3
"1","0U",1907,-30.6
"1","0V",1907,-31.7
"1","0W",1907,-28.7
"1","0X",1907,-28.4
"1","0Y",1907,-30
"1","0Z",1907,-29.6
"1","BB",1907,-34.7
"1","CC",1907,-32.1
"1","DD",1907,-35.4
"1","EE",1907,-35
"1","FF",1907,-34.9
"1","GG",1907,-34.1
"1","HH",1907,-33.9
"1","II",1907,-34.8
"1","JJ",1907,-34.9
"1","KK",1907,-34.2
"1","MM",1907,-28.5
"1","NN",1907,-29.1
"1","QQ",1907,-34.9
"1","RR",1907,-34.1
"1","SS",1907,-33.1
"1","AA",1907,-33.1
"1","XX",1907,-33.6
"1","YY",1907,-35
"1","ZZ",1907,-33.4
"1","TT",1907,-30
"1","UU",1907,-31.9
"1","VV",1907,-30.9
"1","WW",1907,-29.5
"1","PP",1907,-34.3
"1","0N",1907,-29.5
"1","05",1908,-20.6
"1","06",1908,-19.6
"1","07",1908,-19.6
"1","08",1908,-20.1
"1","09",1908,-19.5
"1","10",1908,-20.1
"1","0A",1908,-20.2
"1","0B",1908,-20.8
"1","0C",1908,-19.1
"1","0D",1908,-22.4
"1","0E",1908,-19.2
"1","0F",1908,-20.2
"1","0G",1908,-21.7
"1","0H",1908,-20.1
"1","0L",1908,-14
"1","0Q",1908,-15.8
"1","0R",1908,-20.4
"1","0S",1908,-19.4
"1","0T",1908,-17.1
"1","0U",1908,-20.1
"1","0V",1908,-18.7
"1","0W",1908,-14.7
"1","0X",1908,-14.4
"1","0Y",1908,-16.4
"1","0Z",1908,-13.8
"1","BB",1908,-23.7
"1","CC",1908,-20.4
"1","DD",1908,-24.5
"1","EE",1908,-24.9
"1","FF",1908,-24
"1","GG",1908,-24.6
"1","HH",1908,-24.3
"1","II",1908,-25.3
"1","JJ",1908,-25.1
"1","KK",1908,-24.2
"1","MM",1908,-14.5
"1","NN",1908,-15
"1","QQ",1908,-25.6
"1","RR",1908,-24
"1","SS",1908,-23
"1","AA",1908,-21.9
"1","XX",1908,-23.4
"1","YY",1908,-24.8
"1","ZZ",1908,-22.7
"1","TT",1908,-13.6
"1","UU",1908,-16.1
"1","VV",1908,-14.8
"1","WW",1908,-13.8
"1","PP",1908,-24.8
"1","0N",1908,-13.4
"1","05",1909,-29.9
"1","06",1909,-27.4
"1","07",1909,-27.5
"1","08",1909,-28.1
"1","09",1909,-27.5
"1","10",1909,-28.2
"1","0A",1909,-28.4
"1","0B",1909,-28.9
"1","0C",1909,-28.6
"1","0D",1909,-31.9
"1","0E",1909,-28.6
"1","0F",1909,-28.5
"1","0G",1909,-30.2
"1","0H",1909,-28.6
"1","0L",1909,-24.9
"1","0Q",1909,-25.3
"1","0R",1909,-30.6
"1","0S",1909,-29.7
"1","0T",1909,-28.6
"1","0U",1909,-30.3
"1","0V",1909,-29.8
"1","0W",1909,-24.1
"1","0X",1909,-23.9
"1","0Y",1909,-26.7
"1","0Z",1909,-24.4
"1","BB",1909,-32.8
"1","CC",1909,-29.6
"1","DD",1909,-33.5
"1","EE",1909,-33.6
"1","FF",1909,-33.1
"1","GG",1909,-33.8
"1","HH",1909,-33.6
"1","II",1909,-34.5
"1","JJ",1909,-33.8
"1","KK",1909,-33.7
"1","MM",1909,-24.7
"1","NN",1909,-25.1
"1","QQ",1909,-34.6
"1","RR",1909,-33.5
"1","SS",1909,-32.6
"1","AA",1909,-30.4
"1","XX",1909,-31.4
"1","YY",1909,-33.6
"1","ZZ",1909,-30.9
"1","TT",1909,-24.5
"1","UU",1909,-26.6
"1","VV",1909,-25.5
"1","WW",1909,-24.3
"1","PP",1909,-34
"1","0N",1909,-24.3
"1","05",1910,-22.5
"1","06",1910,-22.2
"1","07",1910,-22.3
"1","08",1910,-22.7
"1","09",1910,-22.1
"1","10",1910,-22.8
"1","0A",1910,-22.9
"1","0B",1910,-23.4
"1","0C",1910,-20.9
"1","0D",1910,-24.2
"1","0E",1910,-21
"1","0F",1910,-22.8
"1","0G",1910,-24.6
"1","0H",1910,-22.6
"1","0L",1910,-16
"1","0Q",1910,-18.8
"1","0R",1910,-21.7
"1","0S",1910,-20.3
"1","0T",1910,-18.8
"1","0U",1910,-21.4
"1","0V",1910,-20.4
"1","0W",1910,-17.4
"1","0X",1910,-17.2
"1","0Y",1910,-18.8
"1","0Z",1910,-16.5
"1","BB",1910,-25.2
"1","CC",1910,-22.1
"1","DD",1910,-25.8
"1","EE",1910,-25.9
"1","FF",1910,-25.4
"1","GG",1910,-25.6
"1","HH",1910,-25.4
"1","II",1910,-26.3
"1","JJ",1910,-26.1
"1","KK",1910,-25.5
"1","MM",1910,-16.3
"1","NN",1910,-17.3
"1","QQ",1910,-26.6
"1","RR",1910,-25.3
"1","SS",1910,-24.3
"1","AA",1910,-24.9
"1","XX",1910,-25.9
"1","YY",1910,-26.6
"1","ZZ",1910,-25.5
"1","TT",1910,-16.3
"1","UU",1910,-18.4
"1","VV",1910,-17.3
"1","WW",1910,-16.1
"1","PP",1910,-25.8
"1","0N",1910,-16.3
"1","05",1911,-31.7
"1","06",1911,-29.5
"1","07",1911,-29.6
"1","08",1911,-30.1
"1","09",1911,-29.6
"1","10",1911,-30.2
"1","0A",1911,-30.4
"1","0B",1911,-30.9
"1","0C",1911,-30.2
"1","0D",1911,-33.6
"1","0E",1911,-30.2
"1","0F",1911,-30.6
"1","0G",1911,-32.2
"1","0H",1911,-30.7
"1","0L",1911,-23.5
"1","0Q",1911,-25.4
"1","0R",1911,-30.2
"1","0S",1911,-29.2
"1","0T",1911,-27.3
"1","0U",1911,-29.8
"1","0V",1911,-29
"1","0W",1911,-24.3
"1","0X",1911,-23.8
"1","0Y",1911,-26.2
"1","0Z",1911,-24.9
"1","BB",1911,-34.5
"1","CC",1911,-31.3
"1","DD",1911,-35.4
"1","EE",1911,-35.8
"1","FF",1911,-34.8
"1","GG",1911,-34.9
"1","HH",1911,-34.6
"1","II",1911,-35.8
"1","JJ",1911,-35.5
"1","KK",1911,-34.5
"1","MM",1911,-24
"1","NN",1911,-24.9
"1","QQ",1911,-36
"1","RR",1911,-34.2
"1","SS",1911,-33.2
"1","AA",1911,-32.4
"1","XX",1911,-33.9
"1","YY",1911,-35.8
"1","ZZ",1911,-33
"1","TT",1911,-24.1
"1","UU",1911,-26.4
"1","VV",1911,-25.2
"1","WW",1911,-24.2
"1","PP",1911,-35.1
"1","0N",1911,-23.9
"1","05",1912,-24.8
"1","06",1912,-24.9
"1","07",1912,-25
"1","08",1912,-25.5
"1","09",1912,-24.7
"1","10",1912,-25.3
"1","0A",1912,-25.5
"1","0B",1912,-26.2
"1","0C",1912,-23.3
"1","0D",1912,-26.7
"1","0E",1912,-23.4
"1","0F",1912,-25.4
"1","0G",1912,-27.1
"1","0H",1912,-25.2
"1","0L",1912,-19.1
"1","0Q",1912,-20.3
"1","0R",1912,-24.4
"1","0S",1912,-23.4
"1","0T",1912,-21.8
"1","0U",1912,-23.8
"1","0V",1912,-23.1
"1","0W",1912,-19.2
"1","0X",1912,-18.8
"1","0Y",1912,-20.9
"1","0Z",1912,-19.4
"1","BB",1912,-27.5
"1","CC",1912,-24.3
"1","DD",1912,-28.2
"1","EE",1912,-28.9
"1","FF",1912,-27.7
"1","GG",1912,-28.6
"1","HH",1912,-28.3
"1","II",1912,-29.1
"1","JJ",1912,-28.7
"1","KK",1912,-28.3
"1","MM",1912,-19
"1","NN",1912,-19.6
"1","QQ",1912,-29.4
"1","RR",1912,-28.1
"1","SS",1912,-27.1
"1","AA",1912,-27.4
"1","XX",1912,-27.7
"1","YY",1912,-29.2
"1","ZZ",1912,-27.7
"1","TT",1912,-19.4
"1","UU",1912,-22.1
"1","VV",1912,-20.8
"1","WW",1912,-19.6
"1","PP",1912,-28.8
"1","0N",1912,-18.9
"1","05",1913,-27.9
"1","06",1913,-27
"1","07",1913,-27.1
"1","08",1913,-27.5
"1","09",1913,-26.9
"1","10",1913,-27.4
"1","0A",1913,-27.6
"1","0B",1913,-28.2
"1","0C",1913,-26.4
"1","0D",1913,-29.7
"1","0E",1913,-26.5
"1","0F",1913,-27.6
"1","0G",1913,-29.5
"1","0H",1913,-27.6
"1","0L",1913,-21
"1","0Q",1913,-22.7
"1","0R",1913,-27.2
"1","0S",1913,-26.7
"1","0T",1913,-24.7
"1","0U",1913,-27
"1","0V",1913,-26.4
"1","0W",1913,-21.6
"1","0X",1913,-21.3
"1","0Y",1913,-23.2
"1","0Z",1913,-21.5
"1","BB",1913,-30.6
"1","CC",1913,-27.4
"1","DD",1913,-31.5
"1","EE",1913,-32.2
"1","FF",1913,-30.9
"1","GG",1913,-33.1
"1","HH",1913,-32.7
"1","II",1913,-33.4
"1","JJ",1913,-32.9
"1","KK",1913,-32.4
"1","MM",1913,-20.9
"1","NN",1913,-21.5
"1","QQ",1913,-33.7
"1","RR",1913,-31.8
"1","SS",1913,-30.4
"1","AA",1913,-29.7
"1","XX",1913,-30.8
"1","YY",1913,-32.4
"1","ZZ",1913,-30.4
"1","TT",1913,-21.3
"1","UU",1913,-23.7
"1","VV",1913,-22.5
"1","WW",1913,-21.3
"1","PP",1913,-33.3
"1","0N",1913,-20.9
"1","05",1914,-24.3
"1","06",1914,-22.7
"1","07",1914,-22.8
"1","08",1914,-23.3
"1","09",1914,-22.7
"1","10",1914,-23.5
"1","0A",1914,-23.6
"1","0B",1914,-24
"1","0C",1914,-23
"1","0D",1914,-26.4
"1","0E",1914,-23.1
"1","0F",1914,-23.7
"1","0G",1914,-25.5
"1","0H",1914,-23.7
"1","0L",1914,-16.6
"1","0Q",1914,-19.2
"1","0R",1914,-23
"1","0S",1914,-21.8
"1","0T",1914,-20.4
"1","0U",1914,-22.8
"1","0V",1914,-22.2
"1","0W",1914,-18.2
"1","0X",1914,-17.8
"1","0Y",1914,-19.5
"1","0Z",1914,-17.4
"1","BB",1914,-27.3
"1","CC",1914,-24.1
"1","DD",1914,-28.1
"1","EE",1914,-28.3
"1","FF",1914,-27.5
"1","GG",1914,-28.1
"1","HH",1914,-27.9
"1","II",1914,-28.7
"1","JJ",1914,-28.5
"1","KK",1914,-27.9
"1","MM",1914,-17
"1","NN",1914,-17.6
"1","QQ",1914,-28.9
"1","RR",1914,-27.7
"1","SS",1914,-26.6
"1","AA",1914,-25.6
"1","XX",1914,-26.6
"1","YY",1914,-28
"1","ZZ",1914,-26.2
"1","TT",1914,-17
"1","UU",1914,-19
"1","VV",1914,-18
"1","WW",1914,-16.6
"1","PP",1914,-28.3
"1","0N",1914,-16.7
"1","05",1915,-22.6
"1","06",1915,-22
"1","07",1915,-22.1
"1","08",1915,-22.4
"1","09",1915,-21.8
"1","10",1915,-22.2
"1","0A",1915,-22.3
"1","0B",1915,-22.9
"1","0C",1915,-21.4
"1","0D",1915,-24.7
"1","0E",1915,-21.5
"1","0F",1915,-22.2
"1","0G",1915,-23.7
"1","0H",1915,-22.1
"1","0L",1915,-16.1
"1","0Q",1915,-17.7
"1","0R",1915,-22.3
"1","0S",1915,-21.6
"1","0T",1915,-19.5
"1","0U",1915,-22.2
"1","0V",1915,-21.2
"1","0W",1915,-16.8
"1","0X",1915,-16.4
"1","0Y",1915,-18.3
"1","0Z",1915,-15.8
"1","BB",1915,-25.7
"1","CC",1915,-22.3
"1","DD",1915,-26.6
"1","EE",1915,-26.9
"1","FF",1915,-26.1
"1","GG",1915,-26.9
"1","HH",1915,-26.6
"1","II",1915,-27.4
"1","JJ",1915,-27.1
"1","KK",1915,-26.6
"1","MM",1915,-16.1
"1","NN",1915,-16.5
"1","QQ",1915,-27.7
"1","RR",1915,-26.4
"1","SS",1915,-25.4
"1","AA",1915,-23.9
"1","XX",1915,-25.1
"1","YY",1915,-26.5
"1","ZZ",1915,-24.5
"1","TT",1915,-15.9
"1","UU",1915,-18.2
"1","VV",1915,-17
"1","WW",1915,-16
"1","PP",1915,-27.1
"1","0N",1915,-15.7
"1","05",1916,-33.6
"1","06",1916,-33.8
"1","07",1916,-33.8
"1","08",1916,-34
"1","09",1916,-33.8
"1","10",1916,-34.3
"1","0A",1916,-34.3
"1","0B",1916,-34.5
"1","0C",1916,-33.1
"1","0D",1916,-36.4
"1","0E",1916,-33.1
"1","0F",1916,-34.4
"1","0G",1916,-35.2
"1","0H",1916,-34.3
"1","0L",1916,-28.4
"1","0Q",1916,-29.8
"1","0R",1916,-33.8
"1","0S",1916,-33.2
"1","0T",1916,-32.1
"1","0U",1916,-33.5
"1","0V",1916,-33.2
"1","0W",1916,-28.7
"1","0X",1916,-28.3
"1","0Y",1916,-30.2
"1","0Z",1916,-28.5
"1","BB",1916,-36.7
"1","CC",1916,-33.8
"1","DD",1916,-36.5
"1","EE",1916,-36.4
"1","FF",1916,-36.6
"1","GG",1916,-33.3
"1","HH",1916,-33.3
"1","II",1916,-34.9
"1","JJ",1916,-35.4
"1","KK",1916,-34.5
"1","MM",1916,-27.7
"1","NN",1916,-28.6
"1","QQ",1916,-34.9
"1","RR",1916,-35.4
"1","SS",1916,-35
"1","AA",1916,-35.1
"1","XX",1916,-35.1
"1","YY",1916,-36.1
"1","ZZ",1916,-35.3
"1","TT",1916,-28.6
"1","UU",1916,-31
"1","VV",1916,-29.8
"1","WW",1916,-28.6
"1","PP",1916,-33.5
"1","0N",1916,-28.1
"1","05",1917,-25.8
"1","06",1917,-25.5
"1","07",1917,-25.5
"1","08",1917,-25.9
"1","09",1917,-25.4
"1","10",1917,-26
"1","0A",1917,-26.1
"1","0B",1917,-26.6
"1","0C",1917,-24.6
"1","0D",1917,-28.5
"1","0E",1917,-24.9
"1","0F",1917,-26.1
"1","0G",1917,-27.9
"1","0H",1917,-26
"1","0L",1917,-19.7
"1","0Q",1917,-20.9
"1","0R",1917,-26
"1","0S",1917,-25.3
"1","0T",1917,-23.2
"1","0U",1917,-25.9
"1","0V",1917,-24.8
"1","0W",1917,-19.8
"1","0X",1917,-19.5
"1","0Y",1917,-21.5
"1","0Z",1917,-19.9
"1","BB",1917,-29.6
"1","CC",1917,-26
"1","DD",1917,-30.7
"1","EE",1917,-31.5
"1","FF",1917,-30
"1","GG",1917,-31.6
"1","HH",1917,-31.3
"1","II",1917,-32.2
"1","JJ",1917,-31.6
"1","KK",1917,-31.3
"1","MM",1917,-19.2
"1","NN",1917,-19.8
"1","QQ",1917,-32.4
"1","RR",1917,-30.6
"1","SS",1917,-29.3
"1","AA",1917,-28.2
"1","XX",1917,-29.9
"1","YY",1917,-31.7
"1","ZZ",1917,-28.9
"1","TT",1917,-19.7
"1","UU",1917,-21.7
"1","VV",1917,-20.7
"1","WW",1917,-19.3
"1","PP",1917,-31.8
"1","0N",1917,-19.2
"1","05",1918,-25
"1","06",1918,-25
"1","07",1918,-25
"1","08",1918,-25.5
"1","09",1918,-24.8
"1","10",1918,-25.4
"1","0A",1918,-25.6
"1","0B",1918,-26.2
"1","0C",1918,-23.3
"1","0D",1918,-27.3
"1","0E",1918,-23.6
"1","0F",1918,-25.5
"1","0G",1918,-27.1
"1","0H",1918,-25.4
"1","0L",1918,-17.4
"1","0Q",1918,-19.4
"1","0R",1918,-23.3
"1","0S",1918,-21.8
"1","0T",1918,-20.8
"1","0U",1918,-23.2
"1","0V",1918,-22.7
"1","0W",1918,-18.2
"1","0X",1918,-17.9
"1","0Y",1918,-20.1
"1","0Z",1918,-18.4
"1","BB",1918,-27.9
"1","CC",1918,-24.4
"1","DD",1918,-28.6
"1","EE",1918,-29.2
"1","FF",1918,-28.2
"1","GG",1918,-28.9
"1","HH",1918,-28.6
"1","II",1918,-29.6
"1","JJ",1918,-29.5
"1","KK",1918,-28.6
"1","MM",1918,-18
"1","NN",1918,-18.5
"1","QQ",1918,-29.8
"1","RR",1918,-28.3
"1","SS",1918,-27.1
"1","AA",1918,-27.4
"1","XX",1918,-28.4
"1","YY",1918,-29.8
"1","ZZ",1918,-28
"1","TT",1918,-18.2
"1","UU",1918,-20.3
"1","VV",1918,-19.2
"1","WW",1918,-18
"1","PP",1918,-29.1
"1","0N",1918,-17.8
"1","05",1919,-16.8
"1","06",1919,-16.1
"1","07",1919,-16.2
"1","08",1919,-16.6
"1","09",1919,-16
"1","10",1919,-16.6
"1","0A",1919,-16.7
"1","0B",1919,-17.2
"1","0C",1919,-15
"1","0D",1919,-19
"1","0E",1919,-15.3
"1","0F",1919,-16.7
"1","0G",1919,-18.3
"1","0H",1919,-16.6
"1","0L",1919,-11
"1","0Q",1919,-12.2
"1","0R",1919,-17
"1","0S",1919,-16.1
"1","0T",1919,-14.2
"1","0U",1919,-16.3
"1","0V",1919,-15.4
"1","0W",1919,-11
"1","0X",1919,-10.7
"1","0Y",1919,-12.6
"1","0Z",1919,-11.1
"1","BB",1919,-19.9
"1","CC",1919,-16.5
"1","DD",1919,-21
"1","EE",1919,-21.6
"1","FF",1919,-20.3
"1","GG",1919,-22.9
"1","HH",1919,-22.4
"1","II",1919,-23.1
"1","JJ",1919,-22.4
"1","KK",1919,-21.8
"1","MM",1919,-10.4
"1","NN",1919,-11
"1","QQ",1919,-23.4
"1","RR",1919,-21.1
"1","SS",1919,-19.8
"1","AA",1919,-18.5
"1","XX",1919,-20.4
"1","YY",1919,-22.2
"1","ZZ",1919,-19.3
"1","TT",1919,-11.3
"1","UU",1919,-13.8
"1","VV",1919,-12.5
"1","WW",1919,-11.2
"1","PP",1919,-23.1
"1","0N",1919,-10.6
"1","05",1920,-26.3
"1","06",1920,-25.7
"1","07",1920,-25.8
"1","08",1920,-26.2
"1","09",1920,-25.6
"1","10",1920,-26.1
"1","0A",1920,-26.3
"1","0B",1920,-26.8
"1","0C",1920,-24.8
"1","0D",1920,-28.8
"1","0E",1920,-25.1
"1","0F",1920,-26.2
"1","0G",1920,-27.5
"1","0H",1920,-26.1
"1","0L",1920,-19.7
"1","0Q",1920,-21.4
"1","0R",1920,-26.2
"1","0S",1920,-24.9
"1","0T",1920,-23.3
"1","0U",1920,-25.8
"1","0V",1920,-25
"1","0W",1920,-20.3
"1","0X",1920,-20
"1","0Y",1920,-22.7
"1","0Z",1920,-20.4
"1","BB",1920,-29.9
"1","CC",1920,-26.2
"1","DD",1920,-30
"1","EE",1920,-30.2
"1","FF",1920,-30
"1","GG",1920,-28.5
"1","HH",1920,-28.3
"1","II",1920,-29.5
"1","JJ",1920,-29.6
"1","KK",1920,-28.7
"1","MM",1920,-20.4
"1","NN",1920,-20.5
"1","QQ",1920,-29.7
"1","RR",1920,-28.8
"1","SS",1920,-28.1
"1","AA",1920,-27.6
"1","XX",1920,-29
"1","YY",1920,-30.2
"1","ZZ",1920,-28.5
"1","TT",1920,-20.3
"1","UU",1920,-22.2
"1","VV",1920,-21.1
"1","WW",1920,-19.9
"1","PP",1920,-28.7
"1","0N",1920,-19.8
"1","05",1921,-23.7
"1","06",1921,-23
"1","07",1921,-23.1
"1","08",1921,-23.4
"1","09",1921,-22.9
"1","10",1921,-23.5
"1","0A",1921,-23.6
"1","0B",1921,-23.9
"1","0C",1921,-22.9
"1","0D",1921,-26.8
"1","0E",1921,-23.1
"1","0F",1921,-23.6
